node_id,Response_Time,Availability,Throughput,Reliability,Latency
1257,231.97,100.00,38.810,97.56,98.26
1258,200.87,22.03,9.646,23.33,79.82
1259,215.11,66.10,22.173,64.94,94.08
1260,209.97,100.00,43.396,97.33,87.09
1261,266.73,77.97,39.171,76.10,103.63
1262,224.79,89.83,38.192,86.90,93.51
1263,208.78,47.46,19.802,45.67,82.17
1264,245.68,71.19,29.439,71.01,105.91
1265,188.10,49.15,19.081,47.78,82.33
1266,265.85,66.10,26.980,63.51,102.70
1267,231.87,96.61,31.855,93.82,100.57
1268,254.47,91.53,36.041,88.36,101.52
1269,224.92,96.61,38.441,92.85,86.59
1270,267.22,59.32,27.300,58.85,110.50
1271,232.03,100.00,38.409,97.01,89.75
1272,224.22,83.05,30.385,81.54,97.49
1273,235.64,94.92,38.496,93.84,94.04
1274,213.73,71.19,26.236,69.18,85.93
1275,227.13,83.05,31.911,81.37,98.21
1276,188.36,84.75,31.421,82.12,85.65
1277,248.88,100.00,37.930,98.63,98.14
1278,269.62,47.46,21.008,45.99,106.74
1279,247.97,96.61,37.603,94.32,107.59
1280,214.65,98.31,42.829,94.76,82.23
1281,251.39,94.92,37.235,92.39,98.16
1282,228.74,100.00,40.903,98.96,95.92
1283,245.29,91.53,37.133,87.95,103.76
1284,225.89,67.80,25.007,67.51,98.14
1285,266.74,100.00,42.209,96.99,113.88
1286,261.04,67.80,26.739,67.07,107.77
1287,272.76,100.00,42.452,98.95,107.69
1288,215.74,79.66,27.303,76.68,96.36
1289,283.96,57.63,24.477,57.90,120.01
1290,167.39,33.90,12.814,33.55,69.92
1291,279.32,89.83,35.606,88.95,112.16
1292,212.99,69.49,26.185,68.09,93.38
1293,260.53,93.22,36.599,90.21,111.53
1294,173.67,66.10,27.280,64.93,72.83
1295,305.56,89.83,35.624,86.24,129.34
1296,290.15,86.44,43.161,83.18,113.59
1297,286.49,96.61,36.252,94.86,118.09
1298,230.06,89.83,38.880,86.30,101.89
1299,205.23,77.97,33.120,75.72,86.86
1300,255.79,84.75,35.234,83.88,104.89
1301,186.50,94.92,35.245,92.95,71.11
1302,288.37,100.00,36.999,96.06,114.13
1303,231.45,100.00,38.779,97.14,97.18
1304,256.25,74.58,30.190,72.41,110.14
1305,254.46,94.92,33.956,92.15,110.06
1306,265.17,74.58,30.809,71.61,114.20
1307,329.80,89.83,39.686,88.55,134.42
1308,205.69,89.83,36.269,86.92,81.38
1309,201.11,88.14,39.646,84.82,89.52
1310,217.83,98.31,32.171,96.58,84.55
1311,262.38,88.14,35.300,87.19,113.75
1312,300.35,91.53,36.060,88.66,120.59
1313,261.78,79.66,29.236,78.09,112.01
1314,188.69,94.92,39.546,93.69,76.08
1315,251.32,47.46,16.798,48.38,101.99
1316,224.77,89.83,36.953,88.64,93.06
1317,274.32,83.05,39.258,81.21,117.86
1318,269.32,100.00,41.902,96.00,106.23
1319,191.88,61.02,20.683,61.35,83.77
1320,237.49,100.00,37.440,98.48,103.64
1321,249.36,74.58,28.618,72.73,98.10
1322,244.75,79.66,30.778,76.82,96.93
1323,240.07,100.00,39.753,97.70,98.50
1324,260.49,100.00,43.647,96.38,105.81
1325,293.41,74.58,29.673,72.81,123.44
1326,285.79,67.80,27.728,65.43,110.02
1327,236.48,93.22,37.874,90.77,91.59
1328,287.82,81.36,34.184,78.67,114.85
1329,255.68,84.75,32.637,81.97,100.12
1330,278.55,84.75,31.644,81.87,117.28
1331,222.90,84.75,30.426,83.87,94.26
1332,321.86,42.37,18.846,41.42,124.61
1333,264.29,98.31,39.765,96.08,114.45
1334,245.30,69.49,25.468,67.24,94.74
1335,258.23,64.41,23.188,63.61,110.84
1336,160.14,45.76,20.232,44.36,69.50
1337,225.08,84.75,38.909,81.45,95.96
1338,205.94,64.41,25.853,62.52,79.83
1339,250.80,100.00,41.582,96.61,95.40
1340,258.05,47.46,19.155,48.42,100.10
1341,247.43,94.92,37.104,92.07,107.03
1342,242.72,100.00,39.143,96.64,105.81
1343,211.50,88.14,31.197,87.11,89.46
1344,244.48,83.05,28.883,81.46,98.00
1345,226.93,86.44,33.071,85.65,101.19
1346,245.28,77.97,28.676,77.09,103.00
1347,259.18,54.24,26.873,53.06,113.35
1348,312.22,96.61,40.616,94.89,119.57
1349,247.84,79.66,30.259,76.77,95.51
1350,220.39,79.66,33.861,76.81,95.11
1351,286.41,72.88,25.579,72.80,122.01
1352,248.81,83.05,29.184,82.53,103.44
1353,214.55,84.75,29.766,83.46,95.20
1354,197.41,64.41,26.740,64.69,78.15
1355,229.37,62.71,19.571,62.13,88.05
1356,238.70,86.44,35.437,85.31,94.17
1357,237.97,96.61,41.240,94.99,101.33
1358,204.96,100.00,40.089,98.45,92.32
1359,332.71,96.61,42.452,93.12,138.56
1360,221.11,100.00,39.794,96.19,91.68
1361,258.59,66.10,26.904,63.70,99.51
1362,226.33,69.49,29.125,69.34,94.99
1363,234.13,50.85,19.677,51.65,100.98
1364,258.11,76.27,34.823,75.90,104.34
1365,260.17,100.00,34.773,98.93,107.97
1366,275.72,62.71,29.075,61.21,115.86
1367,223.01,76.27,30.531,74.27,93.12
1368,262.13,77.97,30.681,77.78,102.35
1369,251.48,100.00,36.894,97.90,109.55
1370,287.89,55.93,19.490,54.99,123.48
1371,306.93,45.76,22.554,46.01,127.45
1372,226.89,61.02,27.185,59.37,93.95
1373,294.00,96.61,42.732,94.50,114.62
1374,275.64,93.22,33.380,89.51,105.10
1375,187.23,57.63,22.909,57.15,81.22
1376,253.24,98.31,49.501,94.54,101.55
1377,245.22,77.97,31.351,75.49,104.07
1378,279.62,88.14,38.464,84.67,107.80
1379,258.93,100.00,34.865,96.87,102.87
1380,307.31,66.10,23.789,63.68,124.35
1381,229.82,84.75,29.787,84.11,100.92
1382,244.07,88.14,42.453,86.30,103.55
1383,251.39,67.80,29.894,66.49,109.64
1384,235.46,100.00,39.480,96.32,100.58
1385,237.67,52.54,19.106,52.46,94.34
1386,203.53,55.93,21.637,54.20,90.46
1387,191.02,100.00,40.147,96.17,84.40
1388,308.02,42.37,13.424,41.42,120.53
1389,222.82,89.83,37.463,89.23,89.53
1390,238.58,98.31,34.389,95.85,103.90
1391,246.34,72.88,28.640,71.44,97.80
1392,245.23,86.44,39.921,85.60,99.14
1393,268.44,88.14,35.464,86.28,113.03
1394,194.09,79.66,26.990,78.62,78.16
1395,257.99,100.00,40.658,96.70,102.32
1396,261.09,94.92,37.194,93.59,106.80
1397,226.24,89.83,42.870,89.03,97.37
1398,236.49,94.92,39.281,91.60,95.12
1399,185.16,74.58,29.195,71.59,71.87
1400,259.81,76.27,31.884,74.58,108.72
1401,283.63,81.36,32.164,78.99,109.60
1402,251.59,94.92,38.469,91.19,106.02
1403,291.30,83.05,33.600,81.61,118.84
1404,221.12,77.97,30.889,76.41,84.17
1405,216.48,96.61,48.141,92.76,93.03
1406,281.15,89.83,33.346,86.92,111.56
1407,251.77,100.00,42.052,98.12,106.04
1408,210.20,96.61,36.853,93.05,82.69
1409,223.03,47.46,17.463,46.63,97.18
1410,247.44,86.44,35.219,85.18,108.03
1411,231.98,69.49,28.237,67.71,88.70
1412,204.45,91.53,37.919,90.69,85.70
1413,180.10,40.68,17.100,39.09,79.39
1414,242.95,84.75,31.711,83.96,97.30
1415,261.29,98.31,39.819,96.34,100.79
1416,284.68,74.58,32.984,74.51,115.23
1417,246.36,100.00,40.683,98.61,106.80
1418,257.54,57.63,20.774,56.91,102.52
1419,261.89,96.61,37.779,92.88,111.34
1420,297.12,45.76,18.972,46.72,113.23
1421,211.69,61.02,21.465,59.52,81.52
1422,227.27,100.00,42.065,96.72,90.52
1423,271.26,52.54,20.364,50.59,103.44
1424,257.49,77.97,34.932,75.57,105.85
1425,328.44,74.58,35.813,72.28,128.57
1426,290.75,98.31,34.574,95.82,120.66
1427,139.56,72.88,27.980,71.46,59.72
1428,226.35,77.97,32.356,76.74,99.95
1429,220.30,88.14,33.299,84.92,96.48
1430,287.52,55.93,19.667,56.02,120.34
1431,206.98,100.00,40.409,97.20,81.63
1432,248.82,86.44,32.137,83.49,96.36
1433,264.56,79.66,33.619,76.97,113.39
1434,242.97,71.19,28.339,69.51,96.06
1435,206.67,100.00,41.825,97.43,80.21
1436,185.25,67.80,27.862,67.06,76.50
1437,177.21,35.59,12.142,35.38,82.13
1438,263.24,100.00,42.380,98.18,105.35
1439,243.07,100.00,44.628,97.59,104.27
1440,255.71,67.80,25.623,66.77,111.70
1441,224.07,47.46,18.239,47.96,94.73
1442,251.84,69.49,28.234,68.72,104.48
1443,244.29,81.36,33.559,80.88,99.25
1444,225.46,88.14,37.107,87.47,97.59
1445,217.21,66.10,23.172,64.32,90.84
1446,246.32,93.22,42.071,91.06,102.43
1447,220.85,94.92,44.226,93.92,88.62
1448,247.17,86.44,37.097,83.34,103.70
1449,214.02,94.92,31.496,91.54,85.77
1450,252.73,96.61,34.512,93.61,100.36
1451,262.97,57.63,20.631,57.37,106.18
1452,246.80,52.54,20.677,52.85,107.76
1453,206.99,62.71,25.905,62.69,78.96
1454,218.36,100.00,43.974,97.20,89.75
1455,270.05,81.36,37.561,81.03,110.09
1456,187.08,91.53,40.326,88.59,78.40
1457,256.49,93.22,38.598,91.28,99.62
1458,198.32,52.54,24.316,51.07,88.46
1459,224.25,91.53,35.677,88.65,93.75
1460,249.23,55.93,23.023,55.20,106.53
1461,204.28,62.71,21.802,60.97,90.41
1462,252.86,64.41,25.323,64.23,106.01
1463,220.36,86.44,33.592,84.28,94.73
1464,234.33,62.71,25.327,62.31,89.23
1465,248.98,98.31,45.181,97.17,103.59
1466,261.13,81.36,32.042,80.83,104.33
1467,272.79,49.15,19.894,48.08,114.07
1468,276.85,83.05,31.599,80.30,118.79
1469,236.00,94.92,39.625,93.62,89.68
1470,230.96,89.83,36.701,86.51,98.92
1471,275.60,84.75,43.188,84.07,111.59
1472,295.30,81.36,26.984,80.35,120.01
1473,196.66,55.93,22.046,54.29,86.65
1474,205.88,94.92,37.537,92.25,92.19
1475,243.10,77.97,36.779,74.93,92.69
1476,243.18,79.66,29.767,77.52,94.84
1477,205.03,96.61,38.762,95.74,89.48
1478,230.17,100.00,41.858,96.11,96.10
1479,195.24,38.98,13.007,39.03,75.40
1480,259.87,98.31,42.507,94.72,101.30
1481,263.31,69.49,29.806,67.14,112.46
1482,245.56,91.53,40.429,88.51,102.05
1483,238.29,86.44,30.443,84.19,91.27
1484,213.51,100.00,32.886,97.33,86.33
1485,212.63,59.32,24.671,57.42,89.35
1486,267.31,61.02,24.551,60.31,114.64
1487,260.32,57.63,25.314,57.20,112.41
1488,214.97,96.61,40.767,94.09,84.08
1489,230.54,94.92,31.171,92.93,89.43
1490,230.48,62.71,30.417,60.84,96.17
1491,188.03,100.00,36.058,96.89,81.29
1492,195.50,71.19,28.944,69.05,75.09
1493,259.17,76.27,30.716,75.53,98.90
1494,235.58,57.63,21.806,56.49,91.10
1495,158.53,61.02,22.365,60.26,68.07
1496,276.19,96.61,40.332,94.61,111.91
1497,193.75,64.41,28.327,62.88,80.28
1498,187.83,62.71,26.904,63.18,84.09
1499,280.16,86.44,34.085,83.87,120.97
1500,229.18,88.14,38.040,85.43,93.01
1501,200.53,98.31,41.100,94.73,76.23
1502,213.93,89.83,36.032,88.34,87.07
1503,220.86,81.36,29.263,79.92,88.34
1504,210.33,96.61,35.027,94.22,89.56
1505,258.24,69.49,28.086,69.43,98.44
1506,258.71,91.53,37.871,88.42,106.62
1507,209.92,89.83,32.552,88.06,86.73
1508,214.31,47.46,17.896,45.57,81.80
1509,212.73,83.05,36.933,80.61,95.27
1510,234.26,96.61,32.375,95.61,100.33
1511,232.73,96.61,34.439,92.82,91.89
1512,251.28,96.61,38.257,94.37,98.60
1513,194.95,72.88,30.550,72.56,78.70
1514,217.36,88.14,38.543,86.48,86.37
1515,264.98,66.10,25.577,65.11,113.52
1516,260.67,61.02,22.046,58.80,113.76
1517,283.67,72.88,23.275,72.81,111.55
1518,260.98,88.14,30.497,86.67,105.86
1519,224.31,100.00,42.272,96.22,99.44
1520,319.88,62.71,18.221,63.03,122.60
1521,242.66,88.14,38.096,85.07,105.30
1522,337.05,52.54,22.628,50.73,132.94
1523,238.88,91.53,35.233,88.31,93.82
1524,258.54,93.22,37.991,90.36,110.99
1525,245.54,96.61,37.419,93.36,104.09
1526,191.36,100.00,35.550,96.73,81.33
1527,249.25,79.66,37.641,77.49,96.20
1528,219.48,88.14,37.372,86.18,91.48
1529,228.26,57.63,23.660,57.63,100.46
1530,270.26,96.61,37.030,93.11,103.88
1531,198.89,88.14,34.727,85.58,87.56
1532,302.79,74.58,25.301,73.73,126.11
1533,219.66,49.15,18.958,48.27,87.29
1534,274.55,93.22,39.370,91.76,115.82
1535,234.61,89.83,35.122,88.91,101.56
1536,271.72,100.00,39.976,96.45,109.15
1537,257.10,100.00,35.247,97.54,111.36
1538,179.74,54.24,17.154,52.80,68.85
1539,263.10,64.41,24.475,62.37,104.42
1540,313.52,69.49,29.145,68.08,127.55
1541,305.52,91.53,34.860,90.14,126.21
1542,204.22,79.66,31.242,79.18,81.18
1543,209.49,88.14,36.236,87.09,90.11
1544,316.90,96.61,33.445,92.81,128.29
1545,311.83,86.44,31.645,83.47,131.86
1546,209.70,84.75,35.604,82.58,93.44
1547,259.95,83.05,31.894,82.40,107.70
1548,227.40,40.68,16.560,40.85,88.86
1549,254.25,88.14,29.115,85.81,104.13
1550,236.94,96.61,37.469,95.64,102.19
1551,216.28,94.92,31.814,93.05,92.15
1552,239.39,71.19,23.876,69.45,100.50
1553,222.49,100.00,39.682,97.95,97.16
1554,250.16,74.58,32.759,74.04,107.21
1555,267.63,66.10,27.709,65.53,116.44
1556,250.87,81.36,31.587,80.48,106.33
1557,223.79,100.00,49.613,98.38,86.86
1558,241.05,100.00,39.748,98.00,97.05
1559,233.09,96.61,36.834,95.58,96.07
1560,286.37,93.22,40.493,89.69,116.53
1561,235.82,96.61,38.938,94.80,100.67
1562,214.50,77.97,32.690,77.41,82.13
1563,188.27,93.22,37.185,90.83,71.94
1564,288.64,77.97,34.311,74.87,110.38
1565,259.95,49.15,20.424,48.68,111.11
1566,210.81,88.14,32.864,85.50,83.69
1567,275.19,98.31,36.370,94.45,108.71
1568,225.64,45.76,17.665,45.88,91.30
1569,209.37,74.58,29.464,72.72,90.17
1570,237.55,81.36,30.348,79.77,93.76
1571,205.72,100.00,38.609,97.02,88.97
1572,262.25,94.92,42.083,93.95,100.06
1573,198.17,91.53,34.998,90.63,78.29
1574,257.66,96.61,37.991,94.56,99.08
1575,330.22,77.97,25.199,77.16,130.23
1576,251.99,98.31,41.590,95.14,106.86
1577,262.71,20.34,8.282,20.39,112.16
1578,249.79,77.97,29.726,75.04,95.62
1579,218.13,79.66,31.008,76.93,88.66
1580,274.72,100.00,40.732,97.86,106.17
1581,248.69,59.32,28.001,59.39,101.34
1582,263.16,37.29,16.846,35.83,109.07
1583,234.89,69.49,26.281,68.00,91.67
1584,265.38,100.00,37.459,98.86,107.64
1585,214.04,62.71,24.127,61.79,81.52
1586,253.22,62.71,23.289,62.23,98.14
1587,325.17,40.68,14.164,40.93,135.96
1588,237.18,89.83,32.036,88.03,104.78
1589,279.85,61.02,24.851,61.56,107.41
1590,196.68,89.83,39.436,87.95,87.43
1591,242.79,93.22,34.469,91.68,92.82
1592,266.94,96.61,40.926,92.76,104.01
1593,233.93,55.93,25.453,54.43,98.24
1594,253.89,96.61,37.921,95.42,107.47
1595,199.34,83.05,36.069,81.06,79.40
1596,250.31,86.44,35.839,84.09,109.76
1597,215.65,45.76,16.682,46.37,87.21
1598,228.49,59.32,21.842,57.67,91.34
1599,277.44,55.93,20.587,56.16,110.43
1600,294.44,44.07,15.084,43.87,126.77
1601,224.99,94.92,39.636,91.52,86.76
1602,303.90,96.61,41.189,92.76,123.80
1603,237.99,67.80,27.578,65.98,96.25
1604,220.98,98.31,36.971,95.66,84.46
1605,235.35,77.97,27.336,77.26,94.81
1606,216.27,100.00,36.425,98.79,90.28
1607,190.52,74.58,29.910,73.39,81.04
1608,252.55,45.76,20.598,44.08,105.20
1609,180.19,98.31,37.373,95.63,71.82
1610,251.45,76.27,28.896,75.44,99.09
1611,236.38,64.41,22.382,63.51,97.10
1612,305.69,69.49,30.381,68.14,119.84
1613,244.97,72.88,24.073,70.25,103.91
1614,229.89,93.22,40.614,91.98,98.70
1615,301.38,62.71,23.344,62.73,120.69
1616,199.03,98.31,43.210,95.96,84.36
1617,275.43,49.15,18.180,49.54,115.09
1618,279.29,100.00,37.933,97.19,107.23
1619,238.22,64.41,29.933,61.96,96.56
1620,260.51,100.00,41.062,96.87,111.73
1621,242.37,100.00,45.311,96.07,104.41
1622,249.55,64.41,23.677,63.42,106.15
1623,212.36,76.27,40.543,75.40,82.02
1624,287.79,44.07,16.316,42.92,110.44
1625,222.72,71.19,28.441,70.71,85.39
1626,196.19,57.63,25.890,55.56,80.79
1627,262.51,52.54,22.057,51.52,108.38
1628,168.41,38.98,15.985,39.74,78.90
1629,226.15,79.66,33.133,77.90,98.74
1630,250.70,79.66,35.134,77.75,108.46
1631,255.02,83.05,30.632,80.24,111.18
1632,262.14,74.58,35.344,74.37,111.26
1633,239.51,69.49,27.644,67.53,104.93
1634,264.36,81.36,30.389,79.28,104.23
1635,262.34,100.00,41.856,97.19,102.43
1636,234.70,93.22,40.031,91.40,101.57
1637,263.07,71.19,27.662,69.66,104.22
1638,285.87,86.44,34.774,85.71,114.45
1639,285.98,94.92,38.842,92.69,115.12
1640,237.59,94.92,32.579,92.18,95.27
1641,293.82,72.88,27.828,70.56,124.76
1642,236.36,96.61,34.878,93.47,97.13
1643,252.76,94.92,37.431,92.20,97.30
1644,195.19,79.66,34.306,77.28,80.16
1645,336.85,64.41,29.231,62.75,130.41
1646,197.46,76.27,26.609,75.73,86.45
1647,260.11,93.22,32.292,89.88,99.41
1648,233.70,93.22,32.985,91.25,101.13
1649,216.93,67.80,25.847,66.59,86.88
1650,279.24,98.31,37.212,94.73,112.44
1651,249.26,100.00,38.259,98.80,94.74
1652,276.88,81.36,27.805,78.80,118.65
1653,266.02,81.36,30.994,79.23,113.45
1654,258.40,93.22,36.650,91.86,105.05
1655,205.58,44.07,18.760,42.90,91.20
1656,232.57,44.07,15.871,44.40,100.95
1657,235.50,100.00,40.052,97.17,90.16
1658,195.95,83.05,29.183,81.07,88.03
1659,306.45,61.02,22.062,58.67,123.40
1660,243.63,67.80,29.437,67.97,102.53
1661,213.33,88.14,33.746,84.83,88.38
1662,243.05,81.36,26.947,79.95,101.53
1663,272.37,69.49,26.603,68.38,105.28
1664,189.20,42.37,18.267,42.71,81.29
1665,196.28,96.61,35.724,94.60,76.31
1666,239.50,100.00,45.793,97.37,101.40
1667,205.05,100.00,35.571,97.98,92.85
1668,235.09,66.10,17.846,63.70,97.88
1669,202.70,81.36,29.626,79.35,79.97
1670,257.25,49.15,19.930,49.50,100.28
1671,207.53,91.53,36.894,90.08,79.77
1672,276.76,91.53,36.005,88.70,116.82
1673,308.72,81.36,31.681,78.87,132.19
1674,236.59,98.31,36.230,94.64,97.32
1675,220.07,98.31,39.508,95.43,84.70
1676,271.81,67.80,25.426,67.80,105.93
1677,292.28,42.37,18.056,41.27,121.11
1678,300.47,83.05,37.108,82.47,128.64
1679,276.91,79.66,27.788,79.20,106.60
1680,270.01,59.32,22.305,57.81,117.55
1681,307.03,74.58,34.652,72.79,118.35
1682,223.34,94.92,35.918,92.45,87.96
1683,276.57,100.00,36.755,98.17,109.79
1684,180.91,100.00,34.415,97.81,72.07
1685,276.24,89.83,40.075,87.32,112.72
1686,234.49,100.00,37.857,96.96,92.75
1687,324.20,94.92,40.100,91.58,126.66
1688,263.13,38.98,13.685,39.52,106.57
1689,235.17,71.19,26.077,69.45,103.79
1690,237.33,77.97,29.072,75.62,102.80
1691,213.32,93.22,38.888,91.32,87.76
1692,264.24,100.00,37.871,97.52,114.37
1693,188.07,67.80,26.188,65.51,76.51
1694,236.24,96.61,38.991,94.44,91.57
1695,273.10,98.31,41.874,96.22,113.43
1696,253.43,100.00,47.061,96.88,97.91
1697,277.90,100.00,44.759,98.69,110.12
1698,232.26,74.58,28.612,74.36,97.96
1699,287.48,88.14,39.178,85.54,116.93
1700,210.14,91.53,34.650,88.15,89.31
1701,224.66,89.83,31.357,87.46,88.24
1702,266.16,54.24,21.037,55.01,108.41
1703,172.71,100.00,35.560,98.88,75.62
1704,252.91,89.83,40.085,86.66,108.38
1705,250.72,83.05,33.559,81.96,95.50
1706,291.40,55.93,24.244,55.29,124.53
1707,237.54,77.97,28.866,76.14,102.70
1708,281.19,94.92,36.469,91.47,109.70
1709,194.71,66.10,26.604,65.62,88.47
1710,207.81,83.05,33.234,81.02,91.61
1711,180.48,79.66,29.681,78.59,81.09
1712,214.89,66.10,28.528,64.96,85.19
1713,264.65,89.83,41.666,87.24,102.05
1714,233.33,66.10,24.941,64.85,88.69
1715,313.27,67.80,24.302,67.54,122.22
1716,200.89,69.49,27.549,67.93,87.90
1717,237.83,66.10,21.537,65.36,91.83
1718,195.37,93.22,37.019,92.00,83.29
1719,245.75,83.05,31.274,82.43,99.58
1720,262.21,57.63,21.231,57.20,106.64
1721,283.25,93.22,29.910,92.02,111.64
1722,244.56,76.27,30.448,73.25,107.63
1723,218.74,79.66,31.804,76.77,97.24
1724,210.54,100.00,33.191,98.46,86.00
1725,267.43,96.61,30.896,94.83,104.50
1726,272.82,91.53,43.690,87.89,108.24
1727,269.21,64.41,26.362,63.76,116.33
1728,184.16,67.80,24.222,65.11,80.95
1729,231.70,81.36,35.035,78.84,98.45
1730,248.07,47.46,16.532,47.10,102.76
1731,257.64,42.37,18.570,41.58,112.76
1732,223.98,100.00,43.614,98.62,97.89
1733,228.80,88.14,32.258,86.67,87.16
1734,244.33,88.14,31.033,85.37,97.10
1735,244.14,94.92,33.528,93.97,96.38
1736,238.88,94.92,38.277,92.60,99.66
1737,242.59,96.61,37.267,95.34,97.91
1738,290.35,62.71,21.363,61.95,120.52
1739,202.95,44.07,17.385,42.59,77.20
1740,224.31,74.58,29.919,73.10,90.57
1741,229.25,62.71,27.486,61.95,92.53
1742,272.76,96.61,41.024,93.55,107.92
1743,237.00,45.76,21.808,45.34,97.82
1744,261.61,100.00,40.204,98.52,103.20
1745,228.31,67.80,27.674,67.68,96.69
1746,306.60,27.12,10.707,28.43,119.61
1747,254.34,74.58,26.767,71.94,104.67
1748,246.47,100.00,38.136,97.55,102.79
1749,220.38,93.22,40.700,91.69,88.34
1750,244.58,100.00,37.861,98.48,100.60
1751,209.21,81.36,31.983,79.75,92.31
1752,249.92,33.90,14.109,33.03,101.26
1753,183.60,79.66,33.031,77.20,74.52
1754,190.16,94.92,41.030,92.57,79.28
1755,192.33,100.00,35.534,98.68,73.42
1756,250.76,54.24,23.839,52.62,104.54
1757,238.97,86.44,38.116,85.26,95.85
1758,267.97,83.05,32.700,81.95,111.05
1759,242.51,100.00,36.704,96.42,103.94
1760,199.77,88.14,38.298,87.05,79.47
1761,236.19,96.61,40.378,95.05,102.34
1762,254.67,77.97,35.597,77.83,109.74
1763,228.97,86.44,39.435,85.57,87.64
1764,232.61,93.22,36.002,90.94,101.01
1765,290.89,49.15,15.902,49.22,123.28
1766,248.57,96.61,39.018,94.57,96.50
1767,295.41,72.88,27.010,70.17,117.58
1768,291.72,37.29,10.676,36.22,122.59
1769,220.15,67.80,26.323,66.33,88.37
1770,248.23,84.75,38.098,81.52,97.65
1771,235.97,100.00,42.342,96.02,94.12
1772,245.84,50.85,18.275,50.46,95.98
1773,248.27,89.83,34.742,88.53,102.61
1774,249.60,100.00,38.881,98.60,107.95
1775,249.43,93.22,39.337,89.89,97.29
1776,197.07,54.24,19.882,54.12,84.35
1777,236.10,100.00,36.068,98.28,96.23
1778,213.79,79.66,35.534,78.34,86.05
1779,216.83,77.97,36.092,76.49,95.38
1780,254.80,67.80,27.758,67.24,99.88
1781,229.35,98.31,37.715,96.18,90.35
1782,281.21,98.31,38.382,96.13,117.40
1783,234.04,100.00,39.232,97.70,103.27
1784,210.92,100.00,39.268,96.79,94.92
1785,193.15,59.32,27.305,59.49,75.54
1786,208.40,88.14,35.612,86.96,81.08
1787,194.57,77.97,30.648,75.72,77.05
1788,274.35,50.85,18.990,51.19,109.50
1789,297.95,69.49,30.043,69.40,118.03
1790,249.45,100.00,40.798,97.80,99.81
1791,231.61,83.05,36.391,80.72,90.24
1792,224.70,76.27,32.667,74.70,98.43
1793,246.82,89.83,36.123,86.33,99.82
1794,192.66,94.92,36.658,91.73,76.21
1795,210.14,93.22,38.928,89.53,86.10
1796,228.55,72.88,28.532,72.73,90.56
1797,274.24,89.83,37.836,87.68,105.62
1798,219.79,40.68,14.789,40.20,91.24
1799,250.00,71.19,24.247,70.64,109.08
1800,246.16,66.10,26.422,64.04,107.01
1801,241.14,71.19,29.953,69.23,100.56
1802,237.22,71.19,28.996,70.10,102.29
1803,237.86,84.75,33.183,82.84,93.90
1804,235.86,100.00,37.218,97.99,104.56
1805,220.54,61.02,21.962,58.71,89.67
1806,240.50,98.31,38.840,95.09,93.85
1807,186.72,86.44,31.407,83.30,76.38
1808,289.51,81.36,34.462,78.76,111.52
1809,221.55,61.02,25.199,60.18,85.04
1810,214.07,96.61,39.955,94.80,84.81
1811,245.91,100.00,43.599,97.82,98.13
1812,238.18,69.49,23.392,68.86,101.12
1813,195.41,86.44,38.296,83.35,89.12
1814,187.70,74.58,30.667,72.35,85.73
1815,210.33,89.83,34.233,87.13,92.98
1816,301.21,42.37,14.901,41.24,119.22
1817,255.75,71.19,29.680,69.31,100.61
1818,198.13,55.93,23.679,54.72,86.24
1819,266.43,98.31,37.338,94.51,104.74
1820,254.05,81.36,28.266,80.45,109.63
1821,224.05,100.00,42.835,98.26,96.39
1822,249.92,91.53,35.615,89.47,107.93
1823,289.87,66.10,26.755,65.58,123.98
1824,225.93,100.00,39.563,97.92,95.82
1825,314.36,61.02,25.401,60.48,133.64
1826,230.43,100.00,34.485,96.22,98.90
1827,259.37,96.61,32.489,93.06,110.23
1828,223.80,96.61,36.213,93.09,85.72
1829,241.69,81.36,30.266,79.28,93.97
1830,272.04,100.00,36.010,96.82,104.58
1831,197.67,88.14,34.742,85.10,76.04
1832,329.26,98.31,35.868,94.62,133.52
1833,268.54,79.66,34.075,76.67,107.38
1834,244.24,100.00,38.737,98.02,104.87
1835,210.68,72.88,27.040,70.29,94.44
1836,242.14,94.92,36.516,91.76,97.06
1837,222.29,89.83,41.012,87.90,94.64
1838,230.91,79.66,29.001,76.54,102.30
1839,281.88,55.93,20.934,56.22,107.33
1840,200.46,74.58,28.147,72.98,88.49
1841,238.43,69.49,28.080,69.69,105.02
1842,174.29,50.85,21.046,49.90,73.55
1843,235.94,52.54,22.041,53.09,94.05
1844,204.01,79.66,32.148,77.02,81.07
1845,258.36,100.00,40.296,97.95,108.69
1846,225.83,86.44,33.960,85.49,91.70
1847,301.09,76.27,32.894,74.71,118.62
1848,250.64,76.27,31.355,74.86,100.09
1849,232.95,62.71,23.944,60.94,92.92
1850,268.44,89.83,29.448,89.17,106.41
1851,219.62,59.32,21.390,59.59,96.06
1852,201.44,98.31,40.075,95.15,80.20
1853,238.28,72.88,31.794,71.66,91.45
1854,227.87,100.00,39.649,97.87,101.57
1855,252.95,74.58,25.989,73.26,107.09
1856,211.91,100.00,43.027,98.10,91.44
1857,258.41,100.00,44.460,98.14,108.91
1858,191.70,38.98,16.648,39.45,80.69
1859,276.35,96.61,35.492,93.79,112.37
1860,272.05,93.22,42.220,92.45,115.57
1861,231.88,72.88,29.523,71.34,90.64
1862,241.96,100.00,34.403,97.06,106.34
1863,264.57,76.27,33.657,74.84,111.24
